,Solic,prediccion
37640,1406824,0
37641,1406826,0
37642,1406830,0
37643,1406838,0
37644,1406848,0
37645,1406850,0
37646,1406858,0
37647,1406872,0
37648,1406884,0
37649,1406894,1
37650,1406898,0
37651,1406912,0
37652,1406914,0
37653,1406916,1
37654,1406920,0
37655,1406924,0
37656,1406928,1
37657,1406942,0
37658,1406964,0
37659,1406966,0
37660,1406972,1
37661,1406978,0
37662,1406980,1
37663,1406990,0
37664,1407000,1
37665,1407010,0
37666,1407016,0
37667,1407018,0
37668,1407020,0
37669,1407024,0
37670,1407032,0
37671,1407036,0
37672,1407038,0
37673,1407042,1
37674,1407046,1
37675,1407050,0
37676,1407058,0
37677,1407060,0
37678,1407066,0
37679,1407078,0
37680,1407082,0
37681,1407084,0
37682,1407090,0
37683,1407096,0
37684,1407100,0
37685,1407102,0
37686,1407106,1
37687,1407108,0
37688,1407112,0
37689,1407124,0
37690,1407130,0
37691,1407140,1
37692,1407166,1
37693,1407176,0
37694,1407184,0
37695,1407186,1
37696,1407204,1
37697,1407208,0
37698,1407216,0
37699,1407220,1
37700,1407222,0
37701,1407230,1
37702,1407254,1
37703,1407256,0
37704,1407278,1
37705,1407282,0
37706,1407286,0
37707,1407290,0
37708,1407294,0
37709,1407296,1
37710,1407298,0
37711,1407304,0
37712,1407310,1
37713,1407340,0
37714,1407342,1
37715,1407344,0
37716,1407352,0
37717,1407358,0
37718,1407360,0
37719,1407364,0
37720,1407368,0
37721,1407372,0
37722,1407376,0
37723,1407378,0
37724,1407380,1
37725,1407388,0
37726,1407396,1
37727,1407418,1
37728,1407438,0
37729,1407450,1
37730,1407454,0
37731,1407466,1
37732,1407468,1
37733,1407472,0
37734,1407476,0
37735,1407480,1
37736,1407484,0
37737,1407486,1
37738,1407492,0
37739,1407502,1
37740,1407504,0
37741,1407506,0
37742,1407508,0
37743,1407510,0
37744,1407520,0
37745,1407522,0
37746,1407526,0
37747,1407528,0
37748,1407530,0
37749,1407532,0
37750,1407544,0
37751,1407552,1
37752,1407566,1
37753,1407574,1
37754,1407584,0
37755,1407586,0
37756,1407624,0
37757,1407628,0
37758,1407636,0
37759,1407638,0
37760,1407640,0
37761,1407642,0
37762,1407654,0
37763,1407656,0
37764,1407658,0
37765,1407660,0
37766,1407666,0
37767,1407670,0
37768,1407674,0
37769,1407676,1
37770,1407686,0
37771,1407688,0
37772,1407690,0
37773,1407694,0
37774,1407696,0
37775,1407698,0
37776,1407700,0
37777,1407702,0
37778,1407706,0
37779,1407710,0
37780,1407720,0
37781,1407726,0
37782,1407728,0
37783,1407736,0
37784,1407738,1
37785,1407750,0
37786,1407752,0
37787,1407760,0
37788,1407762,0
37789,1407766,0
37790,1407776,0
37791,1407780,0
37792,1407794,0
37793,1407798,0
37794,1407800,0
37795,1407804,0
37796,1407808,0
37797,1407816,0
37798,1407818,0
37799,1407820,0
37800,1407828,0
37801,1407832,0
37802,1407834,1
37803,1407842,0
37804,1407844,0
37805,1407850,1
37806,1407852,1
37807,1407854,0
37808,1407856,1
37809,1407860,0
37810,1407864,0
37811,1407866,0
37812,1407880,1
37813,1407896,0
37814,1407898,1
37815,1407916,0
37816,1407920,0
37817,1407922,1
37818,1407928,0
37819,1407932,0
37820,1407934,0
37821,1407950,0
37822,1407952,1
37823,1407976,0
37824,1407984,0
37825,1407986,0
37826,1407996,0
37827,1408008,0
37828,1408012,0
37829,1408018,1
37830,1408024,0
37831,1408030,0
37832,1408034,1
37833,1408044,1
37834,1408046,0
37835,1408052,0
37836,1408060,0
37837,1408062,1
37838,1408074,1
37839,1408080,0
37840,1408084,0
37841,1408092,1
37842,1408094,1
37843,1408102,1
37844,1408104,0
37845,1408114,0
37846,1408116,0
37847,1408134,0
37848,1408136,0
37849,1408140,0
37850,1408154,0
37851,1408156,0
37852,1408162,0
37853,1408168,0
37854,1408174,1
37855,1408178,0
37856,1408182,0
37857,1408192,0
37858,1408194,1
37859,1408198,0
37860,1408204,0
37861,1408210,0
37862,1408212,1
37863,1408220,0
37864,1408222,1
37865,1408238,1
37866,1408240,0
37867,1408244,1
37868,1408246,0
37869,1408248,1
37870,1408254,0
37871,1408256,1
37872,1408260,1
37873,1408270,0
37874,1408280,1
37875,1408294,1
37876,1408310,0
37877,1408332,0
37878,1408334,0
37879,1408342,0
37880,1408354,0
37881,1408366,0
37882,1408370,0
37883,1408378,0
37884,1408386,0
37885,1408390,0
37886,1408400,0
37887,1408408,0
37888,1408410,0
37889,1408444,0
37890,1408446,0
37891,1408452,1
37892,1408458,0
37893,1408478,0
37894,1408498,1
37895,1408500,1
37896,1408502,0
37897,1408506,0
37898,1408512,1
37899,1408514,0
37900,1408516,0
37901,1408522,0
37902,1408524,0
37903,1408526,0
37904,1408542,1
37905,1408548,0
37906,1408554,0
37907,1408558,1
37908,1408560,0
37909,1408562,0
37910,1408564,0
37911,1408572,0
37912,1408584,0
37913,1408588,1
37914,1408590,0
37915,1408592,0
37916,1408594,0
37917,1408632,0
37918,1408634,0
37919,1408640,0
37920,1408654,1
37921,1408656,0
37922,1408668,0
37923,1408674,0
37924,1408678,0
37925,1408684,0
37926,1408686,0
37927,1408688,0
37928,1408694,0
37929,1408698,0
37930,1408700,0
37931,1408710,0
37932,1408712,0
37933,1408718,0
37934,1408720,0
37935,1408722,0
37936,1408726,1
37937,1408730,0
37938,1408734,0
37939,1408738,0
37940,1408740,1
37941,1408744,0
37942,1408754,0
37943,1408786,1
37944,1408790,0
37945,1408792,0
37946,1408798,1
37947,1408804,1
37948,1408812,1
37949,1408816,0
37950,1408820,1
37951,1408824,0
37952,1408836,1
37953,1408838,0
37954,1408854,0
37955,1408858,1
37956,1408870,0
37957,1408912,0
37958,1408924,1
37959,1408926,0
37960,1408928,1
37961,1408932,0
37962,1408934,0
37963,1408944,1
37964,1408948,1
37965,1408952,0
37966,1408954,0
37967,1408956,1
37968,1408962,1
37969,1408968,1
37970,1408972,1
37971,1408976,0
37972,1408978,0
37973,1408984,1
37974,1408990,0
37975,1408994,0
37976,1408998,0
37977,1409002,0
37978,1409004,0
37979,1409006,0
37980,1409008,0
37981,1409014,1
37982,1409020,0
37983,1409030,0
37984,1409032,1
37985,1409034,0
37986,1409040,0
37987,1409042,1
37988,1409044,1
37989,1409048,0
37990,1409070,0
37991,1409074,0
37992,1409076,0
37993,1409092,1
37994,1409096,0
37995,1409098,0
37996,1409110,1
37997,1409118,0
37998,1409130,1
37999,1409132,0
38000,1409134,0
38001,1409138,0
38002,1409144,1
38003,1409150,0
38004,1409156,0
38005,1409158,0
38006,1409164,0
38007,1409166,0
38008,1409168,0
38009,1409170,1
38010,1409172,0
38011,1409174,1
38012,1409180,0
38013,1409182,0
38014,1409192,0
38015,1409194,1
38016,1409206,1
38017,1409208,0
38018,1409212,0
38019,1409216,1
38020,1409224,0
38021,1409226,1
38022,1409228,1
38023,1409230,0
38024,1409232,1
38025,1409240,1
38026,1409242,0
38027,1409250,0
38028,1409266,0
38029,1409274,1
38030,1409276,0
38031,1409282,1
38032,1409284,0
38033,1409290,0
38034,1409300,0
38035,1409322,1
38036,1409324,1
38037,1409332,0
38038,1409338,0
38039,1409344,0
38040,1409346,0
38041,1409350,0
38042,1409356,1
38043,1409358,1
38044,1409362,0
38045,1409376,0
38046,1409384,0
38047,1409398,0
38048,1409424,0
38049,1409434,0
38050,1409436,1
38051,1409440,1
38052,1409442,0
38053,1409456,0
38054,1409460,1
38055,1409476,0
38056,1409480,0
38057,1409490,1
38058,1409500,0
38059,1409510,0
38060,1409516,0
38061,1409520,0
38062,1409522,0
38063,1409524,1
38064,1409526,0
38065,1409528,0
38066,1409532,0
38067,1409534,0
38068,1409536,0
38069,1409540,0
38070,1409544,0
38071,1409548,0
38072,1409550,0
38073,1409558,0
38074,1409570,0
38075,1409572,0
38076,1409580,0
38077,1409586,0
38078,1409594,0
38079,1409606,0
38080,1409610,1
38081,1409618,0
38082,1409624,1
38083,1409642,1
38084,1409646,1
38085,1409650,0
38086,1409652,0
38087,1409654,0
38088,1409660,0
38089,1409662,0
38090,1409666,1
38091,1409670,0
38092,1409680,0
38093,1409688,0
38094,1409702,0
38095,1409716,0
38096,1409718,0
38097,1409720,1
38098,1409724,1
38099,1409726,0
38100,1409728,1
38101,1409740,0
38102,1409744,0
38103,1409746,0
38104,1409750,1
38105,1409760,0
38106,1409764,0
38107,1409766,0
38108,1409772,0
38109,1409774,0
38110,1409776,0
38111,1409780,0
38112,1409782,1
38113,1409790,0
38114,1409796,0
38115,1409798,0
38116,1409810,0
38117,1409812,0
38118,1409818,1
38119,1409822,1
38120,1409826,1
38121,1409832,0
38122,1409836,0
38123,1409838,0
38124,1409850,0
38125,1409856,0
38126,1409860,0
38127,1409866,0
38128,1409870,0
38129,1409876,0
38130,1409880,0
38131,1409882,0
38132,1409884,1
38133,1409892,0
38134,1409906,0
38135,1409910,0
38136,1409912,0
38137,1409916,1
38138,1409918,1
38139,1409926,1
38140,1409946,0
38141,1409952,0
38142,1409962,0
38143,1409964,1
38144,1409974,0
38145,1409976,0
38146,1410012,1
38147,1410028,1
38148,1410038,0
38149,1410054,1
38150,1410058,1
38151,1410076,0
38152,1410080,1
38153,1410094,0
38154,1410104,0
38155,1410112,0
38156,1410128,1
38157,1410136,0
38158,1410144,0
38159,1410162,0
38160,1410172,0
38161,1410174,0
38162,1410180,0
38163,1410184,1
38164,1410198,0
38165,1410200,0
38166,1410202,0
38167,1410208,0
38168,1410216,0
38169,1410224,1
38170,1410242,0
38171,1410254,0
38172,1410256,1
38173,1410260,1
38174,1410264,0
38175,1410272,0
38176,1410276,1
38177,1410284,1
38178,1410292,0
38179,1410298,1
38180,1410304,0
38181,1410308,0
38182,1410316,0
38183,1410330,0
38184,1410332,0
38185,1410334,1
38186,1410338,1
38187,1410344,1
38188,1410346,0
38189,1410350,0
38190,1410356,0
38191,1410360,0
38192,1410362,0
38193,1410364,0
38194,1410384,0
38195,1410394,0
38196,1410396,1
38197,1410398,0
38198,1410410,0
38199,1410420,0
38200,1410424,1
38201,1410428,0
38202,1410432,0
38203,1410434,1
38204,1410436,1
38205,1410440,0
38206,1410442,0
38207,1410448,0
38208,1410454,1
38209,1410456,0
38210,1410468,1
38211,1410476,0
38212,1410478,1
38213,1410488,0
38214,1410490,1
38215,1410494,1
38216,1410496,0
38217,1410498,0
38218,1410502,1
38219,1410510,0
38220,1410524,1
38221,1410528,0
38222,1410534,0
38223,1410552,0
38224,1410566,1
38225,1410582,0
38226,1410584,0
38227,1410588,0
38228,1410592,0
38229,1410596,0
38230,1410602,1
38231,1410606,0
38232,1410608,1
38233,1410610,0
38234,1410612,0
38235,1410618,0
38236,1410630,1
38237,1410632,0
38238,1410638,0
38239,1410658,0
38240,1410660,1
38241,1410668,1
38242,1410680,0
38243,1410690,1
38244,1410702,1
38245,1410714,0
38246,1410716,0
38247,1410718,0
38248,1410720,0
38249,1410722,0
38250,1410724,0
38251,1410728,0
38252,1410738,1
38253,1410740,0
38254,1410750,1
38255,1410760,0
38256,1410762,0
38257,1410768,0
38258,1410778,1
38259,1410788,0
38260,1410790,0
38261,1410800,1
38262,1410802,1
38263,1410804,0
38264,1410806,0
38265,1410828,0
38266,1410832,1
38267,1410844,0
38268,1410848,0
38269,1410850,0
38270,1410852,0
38271,1410856,1
38272,1410878,1
38273,1410894,0
38274,1410898,0
38275,1410900,0
38276,1410902,1
38277,1410904,1
38278,1410912,0
38279,1410918,1
38280,1410922,0
38281,1410930,0
38282,1410938,0
38283,1410944,0
38284,1410948,1
38285,1410952,1
38286,1410956,0
38287,1410962,0
38288,1410964,0
38289,1410966,0
38290,1410970,1
38291,1410984,0
38292,1410986,0
38293,1410988,0
38294,1410990,0
38295,1410994,1
38296,1410996,1
38297,1411000,0
38298,1411006,0
38299,1411008,1
38300,1411010,0
38301,1411018,0
38302,1411022,1
38303,1411024,1
38304,1411028,1
38305,1411036,0
38306,1411044,1
38307,1411050,0
38308,1411058,0
38309,1411060,0
38310,1411062,0
38311,1411064,0
38312,1411066,1
38313,1411070,0
38314,1411094,0
38315,1411098,0
38316,1411100,0
38317,1411102,0
38318,1411106,1
38319,1411108,1
38320,1411124,0
38321,1411126,0
38322,1411136,0
38323,1411138,0
38324,1411142,0
38325,1411148,1
38326,1411162,1
38327,1411176,0
38328,1411178,0
38329,1411180,0
38330,1411188,1
38331,1411190,0
38332,1411204,1
38333,1411212,1
38334,1411234,0
38335,1411240,0
38336,1411246,1
38337,1411248,0
38338,1411254,1
38339,1411256,1
38340,1411262,0
38341,1411264,1
38342,1411290,0
38343,1411292,0
38344,1411294,0
38345,1411296,0
38346,1411298,0
38347,1411306,0
38348,1411314,0
38349,1411318,1
38350,1411322,1
38351,1411328,1
38352,1411330,0
38353,1411332,1
38354,1411336,1
38355,1411340,0
38356,1411346,0
38357,1411358,1
38358,1411368,1
38359,1411374,0
38360,1411376,1
38361,1411386,0
38362,1411388,0
38363,1411406,0
38364,1411408,1
38365,1411452,0
38366,1411462,1
38367,1411470,0
38368,1411472,1
38369,1411474,0
38370,1411480,0
38371,1411486,0
38372,1411492,0
38373,1411502,0
38374,1411504,0
38375,1411508,0
38376,1411510,1
38377,1411516,0
38378,1411518,0
38379,1411528,0
38380,1411534,0
38381,1411536,1
38382,1411556,0
38383,1411562,0
38384,1411564,0
38385,1411584,0
38386,1411586,0
38387,1411590,0
38388,1411598,0
38389,1411600,0
38390,1411604,0
38391,1411606,1
38392,1411610,0
38393,1411626,0
38394,1411630,0
38395,1411636,0
38396,1411638,0
38397,1411640,0
38398,1411644,0
38399,1411648,0
38400,1411656,0
38401,1411668,0
38402,1411670,0
38403,1411674,1
38404,1411678,0
38405,1411680,0
38406,1411684,1
38407,1411686,0
38408,1411690,1
38409,1411692,0
38410,1411696,0
38411,1411700,1
38412,1411702,0
38413,1411708,0
38414,1411710,0
38415,1411716,0
38416,1411722,0
38417,1411724,1
38418,1411728,0
38419,1411730,0
38420,1411732,0
38421,1411738,0
38422,1411742,0
38423,1411744,0
38424,1411748,0
38425,1411750,1
38426,1411756,0
38427,1411758,0
38428,1411766,0
38429,1411768,0
38430,1411770,1
38431,1411772,0
38432,1411780,0
38433,1411790,0
38434,1411792,0
38435,1411794,0
38436,1411808,0
38437,1411812,0
38438,1411814,0
38439,1411826,0
38440,1411860,1
38441,1411866,0
38442,1411868,1
38443,1411874,0
38444,1411876,1
38445,1411884,0
38446,1411886,1
38447,1411888,1
38448,1411894,1
38449,1411896,1
38450,1411900,0
38451,1411906,0
38452,1411908,0
38453,1411916,0
38454,1411918,0
38455,1411924,0
38456,1411926,0
38457,1411930,0
38458,1411932,1
38459,1411940,0
38460,1411944,0
38461,1411948,0
38462,1411950,0
38463,1411956,0
38464,1411968,0
38465,1411974,0
38466,1411978,0
38467,1411986,0
38468,1411994,1
38469,1411996,0
38470,1411998,0
38471,1412002,0
38472,1412004,0
38473,1412008,0
38474,1412010,0
38475,1412022,1
38476,1412026,1
38477,1412036,0
38478,1412046,0
38479,1412056,0
38480,1412062,0
38481,1412082,0
38482,1412090,0
38483,1412092,0
38484,1412096,0
38485,1412102,0
38486,1412104,1
38487,1412106,0
38488,1412108,0
38489,1412116,0
38490,1412124,0
38491,1412126,1
38492,1412130,1
38493,1412132,1
38494,1412166,1
38495,1412182,1
38496,1412184,0
38497,1412186,0
38498,1412188,0
38499,1412190,0
38500,1412192,1
38501,1412194,0
38502,1412200,1
38503,1412202,0
38504,1412206,0
38505,1412210,0
38506,1412212,0
38507,1412214,0
38508,1412216,0
38509,1412222,1
38510,1412224,0
38511,1412244,0
38512,1412250,0
38513,1412258,0
38514,1412260,1
38515,1412286,0
38516,1412288,0
38517,1412302,0
38518,1412306,0
38519,1412312,0
38520,1412318,0
38521,1412328,0
38522,1412332,0
38523,1412336,0
38524,1412338,0
38525,1412342,0
38526,1412350,0
38527,1412354,0
38528,1412360,0
38529,1412362,0
38530,1412364,0
38531,1412366,0
38532,1412368,0
38533,1412378,0
38534,1412380,1
38535,1412382,0
38536,1412384,0
38537,1412396,1
38538,1412408,0
38539,1412410,0
38540,1412414,1
38541,1412420,0
38542,1412434,1
38543,1412444,0
38544,1412452,0
38545,1412454,1
38546,1412456,0
38547,1412460,1
38548,1412462,0
38549,1412466,0
38550,1412468,0
38551,1412470,0
38552,1412472,0
38553,1412476,0
38554,1412480,0
38555,1412486,1
38556,1412490,0
38557,1412494,0
38558,1412498,0
38559,1412508,1
38560,1412512,1
38561,1412514,0
38562,1412516,0
38563,1412518,0
38564,1412520,0
38565,1412528,0
38566,1412540,0
38567,1412542,1
38568,1412544,1
38569,1412550,0
38570,1412556,1
38571,1412558,0
38572,1412560,1
38573,1412562,0
38574,1412566,1
38575,1412572,0
38576,1412574,0
38577,1412576,0
38578,1412584,0
38579,1412588,0
38580,1412590,0
38581,1412592,0
38582,1412594,1
38583,1412596,1
38584,1412602,1
38585,1412604,0
38586,1412610,1
38587,1412616,0
38588,1412618,0
38589,1412630,1
38590,1412638,1
38591,1412640,1
38592,1412648,0
38593,1412652,0
38594,1412654,1
38595,1412660,1
38596,1412682,0
38597,1412688,0
38598,1412690,0
38599,1412696,0
38600,1412698,0
38601,1412702,0
38602,1412714,1
38603,1412716,0
38604,1412718,0
38605,1412722,1
38606,1412724,1
38607,1412726,0
38608,1412730,1
38609,1412736,0
38610,1412758,0
38611,1412760,1
38612,1412764,1
38613,1412766,0
38614,1412768,1
38615,1412772,0
38616,1412774,0
38617,1412782,0
38618,1412796,0
38619,1412798,1
38620,1412802,0
38621,1412804,1
38622,1412808,1
38623,1412810,0
38624,1412812,0
38625,1412816,1
38626,1412826,0
38627,1412828,1
38628,1412830,1
38629,1412834,1
38630,1412838,1
38631,1412842,0
38632,1412848,1
38633,1412872,0
38634,1412882,0
38635,1412886,1
38636,1412888,0
38637,1412890,0
38638,1412896,1
38639,1412900,0
38640,1412902,1
38641,1412904,0
38642,1412908,0
38643,1412912,1
38644,1412914,0
38645,1412926,0
38646,1412928,1
38647,1412940,1
38648,1412946,0
38649,1412950,0
38650,1412952,0
38651,1412960,0
38652,1412964,0
38653,1412966,0
38654,1412970,0
38655,1412972,0
38656,1412976,0
38657,1412980,0
38658,1412984,0
38659,1412986,0
38660,1412988,0
38661,1412990,0
38662,1412992,0
38663,1413002,1
38664,1413008,0
38665,1413016,0
38666,1413022,0
38667,1413028,0
38668,1413032,0
38669,1413040,0
38670,1413050,0
38671,1413052,0
38672,1413054,0
38673,1413056,0
38674,1413060,0
38675,1413066,0
38676,1413070,0
38677,1413074,1
38678,1413078,0
38679,1413080,0
38680,1413082,0
38681,1413084,0
38682,1413104,0
38683,1413128,1
38684,1413130,0
38685,1413134,0
38686,1413146,0
38687,1413148,0
38688,1413150,0
38689,1413152,1
38690,1413154,0
38691,1413158,1
38692,1413164,0
38693,1413166,0
38694,1413168,1
38695,1413172,0
38696,1413178,0
38697,1413184,0
38698,1413192,1
38699,1413206,0
38700,1413228,0
38701,1413234,0
38702,1413238,1
38703,1413240,0
38704,1413248,0
38705,1413262,1
38706,1413268,0
38707,1413280,0
38708,1413286,0
38709,1413290,0
38710,1413292,1
38711,1413296,1
38712,1413314,0
38713,1413320,0
38714,1413322,0
38715,1413324,0
38716,1413326,1
38717,1413328,0
38718,1413338,0
38719,1413340,0
38720,1413346,0
38721,1413350,0
38722,1413354,0
38723,1413356,0
38724,1413360,0
38725,1413364,1
38726,1413368,0
38727,1413370,1
38728,1413372,0
38729,1413374,1
38730,1413376,0
38731,1413378,0
38732,1413388,0
38733,1413392,0
38734,1413402,0
38735,1413410,0
38736,1413418,0
38737,1413420,0
38738,1413442,0
38739,1413458,0
38740,1413474,0
38741,1413476,1
38742,1413478,0
38743,1413480,0
38744,1413484,1
38745,1413486,0
38746,1413504,0
38747,1413506,1
38748,1413510,0
38749,1413514,1
38750,1413520,0
38751,1413522,1
38752,1413524,0
38753,1413526,0
38754,1413530,1
38755,1413532,0
38756,1413534,1
38757,1413540,1
38758,1413542,0
38759,1413544,1
38760,1413566,0
38761,1413568,0
38762,1413572,0
38763,1413574,0
38764,1413580,0
38765,1413582,0
38766,1413586,0
38767,1413588,0
38768,1413590,0
38769,1413594,0
38770,1413608,1
38771,1413612,0
38772,1413620,1
38773,1413626,0
38774,1413632,1
38775,1413636,1
38776,1413640,0
38777,1413642,0
38778,1413658,0
38779,1413674,1
38780,1413676,0
38781,1413678,1
38782,1413680,0
38783,1413690,0
38784,1413692,0
38785,1413698,1
38786,1413702,0
38787,1413706,0
38788,1413710,0
38789,1413718,0
38790,1413720,1
38791,1413724,1
38792,1413728,0
38793,1413732,1
38794,1413734,1
38795,1413740,0
38796,1413742,0
38797,1413746,0
38798,1413748,1
38799,1413752,0
38800,1413754,0
38801,1413756,0
38802,1413758,0
38803,1413768,1
38804,1413772,1
38805,1413776,0
38806,1413778,0
38807,1413784,0
38808,1413794,0
38809,1413816,0
38810,1413820,0
38811,1413824,0
38812,1413836,1
38813,1413878,1
38814,1413880,0
38815,1413882,0
38816,1413884,0
38817,1413886,0
38818,1413896,0
38819,1413902,0
38820,1413904,0
38821,1413916,1
38822,1413918,0
38823,1413920,0
38824,1413924,0
38825,1413926,1
38826,1413934,0
38827,1413938,0
38828,1413940,1
38829,1413942,0
38830,1413956,0
38831,1413964,1
38832,1413966,1
38833,1413968,0
38834,1413974,0
38835,1413978,1
38836,1413982,0
38837,1413986,1
38838,1413990,1
38839,1413992,1
38840,1413998,1
38841,1414006,1
38842,1414010,1
38843,1414012,0
38844,1414024,1
38845,1414028,0
38846,1414038,0
38847,1414060,1
38848,1414064,0
38849,1414078,0
38850,1414082,1
38851,1414088,0
38852,1414090,0
38853,1414100,0
38854,1414110,0
38855,1414120,0
38856,1414124,0
38857,1414128,1
38858,1414134,0
38859,1414136,0
38860,1414148,0
38861,1414152,1
38862,1414186,0
38863,1414188,0
38864,1414190,0
38865,1414194,1
38866,1414198,0
38867,1414200,0
38868,1414206,0
38869,1414208,0
38870,1414212,1
38871,1414218,1
38872,1414222,0
38873,1414224,0
38874,1414240,0
38875,1414242,1
38876,1414252,0
38877,1414254,1
38878,1414262,1
38879,1414276,0
38880,1414280,1
38881,1414286,0
38882,1414288,0
38883,1414290,0
38884,1414306,0
38885,1414312,0
38886,1414320,0
38887,1414324,0
38888,1414330,0
38889,1414384,0
38890,1414410,0
38891,1414414,1
38892,1414420,1
38893,1414422,0
38894,1414428,0
38895,1414448,0
38896,1414462,0
38897,1414464,0
38898,1414472,0
38899,1414486,0
38900,1414512,0
38901,1414518,0
38902,1414530,1
38903,1414534,0
38904,1414536,1
38905,1414540,1
38906,1414548,0
38907,1414550,1
38908,1414552,0
38909,1414556,1
38910,1414558,1
38911,1414564,0
38912,1414566,0
38913,1414572,0
38914,1414576,1
38915,1414578,1
38916,1414602,0
38917,1414604,0
38918,1414620,0
38919,1414636,0
38920,1414640,0
38921,1414644,0
38922,1414654,0
38923,1414656,1
38924,1414662,1
38925,1414664,0
38926,1414676,0
38927,1414680,0
38928,1414682,0
38929,1414684,0
38930,1414686,0
38931,1414688,0
38932,1414694,0
38933,1414696,1
38934,1414698,0
38935,1414700,0
38936,1414702,0
38937,1414708,0
38938,1414712,1
38939,1414716,0
38940,1414718,0
38941,1414722,0
38942,1414724,1
38943,1414732,0
38944,1414736,1
38945,1414740,0
38946,1414742,0
38947,1414744,0
38948,1414750,0
38949,1414756,0
38950,1414758,1
38951,1414762,0
38952,1414772,0
38953,1414784,0
38954,1414786,0
38955,1414790,0
38956,1414792,0
38957,1414796,0
38958,1414804,0
38959,1414826,0
38960,1414828,1
38961,1414830,0
38962,1414834,0
38963,1414836,0
38964,1414842,0
38965,1414844,1
38966,1414846,0
38967,1414854,0
38968,1414856,0
38969,1414862,0
38970,1414864,0
38971,1414874,0
38972,1414876,0
38973,1414892,0
38974,1414896,0
38975,1414904,0
38976,1414910,1
38977,1414916,1
38978,1414920,0
38979,1414938,0
38980,1414942,0
38981,1414944,0
38982,1414954,1
38983,1414962,0
38984,1414982,0
38985,1414994,0
38986,1414998,1
38987,1415002,0
38988,1415010,0
38989,1415012,0
38990,1415018,0
38991,1415022,0
38992,1415024,0
38993,1415032,0
38994,1415042,1
38995,1415046,1
38996,1415048,0
38997,1415052,0
38998,1415078,0
38999,1415080,0
39000,1415084,0
39001,1415088,0
39002,1415090,0
39003,1415114,1
39004,1415156,0
39005,1415158,0
39006,1415160,0
39007,1415162,0
39008,1415164,0
39009,1415166,0
39010,1415172,1
39011,1415178,0
39012,1415186,1
39013,1415190,0
39014,1415194,0
39015,1415196,0
39016,1415198,0
39017,1415206,0
39018,1415208,0
39019,1415216,0
39020,1415218,0
39021,1415222,0
39022,1415226,0
39023,1415228,0
39024,1415236,0
39025,1415240,0
39026,1415260,0
39027,1415274,0
39028,1415278,1
39029,1415282,0
39030,1415290,0
39031,1415298,0
39032,1415310,0
39033,1415312,0
39034,1415314,0
39035,1415316,0
39036,1415322,0
39037,1415326,0
39038,1415330,0
39039,1415334,0
39040,1415336,0
39041,1415344,0
39042,1415350,1
39043,1415358,0
39044,1415360,0
39045,1415362,1
39046,1415374,0
39047,1415376,0
39048,1415390,0
39049,1415392,0
39050,1415396,0
39051,1415400,0
39052,1415402,1
39053,1415414,0
39054,1415418,0
39055,1415420,1
39056,1415422,1
39057,1415424,0
39058,1415430,0
39059,1415432,0
39060,1415434,0
39061,1415440,1
39062,1415442,0
39063,1415450,1
39064,1415452,0
39065,1415468,0
39066,1415476,0
39067,1415490,0
39068,1415492,0
39069,1415494,0
39070,1415496,0
39071,1415498,0
39072,1415500,0
39073,1415502,0
39074,1415508,0
39075,1415510,0
39076,1415512,1
39077,1415514,0
39078,1415516,0
39079,1415528,0
39080,1415534,0
39081,1415538,0
39082,1415542,0
39083,1415546,0
39084,1415556,0
39085,1415558,1
39086,1415572,1
39087,1415576,0
39088,1415578,0
39089,1415580,0
39090,1415592,0
39091,1415594,1
39092,1415596,0
39093,1415600,1
39094,1415602,1
39095,1415604,0
39096,1415612,0
39097,1415614,0
39098,1415618,0
39099,1415620,0
39100,1415626,0
39101,1415630,0
39102,1415632,0
39103,1415654,0
39104,1415658,1
39105,1415660,1
39106,1415680,0
39107,1415684,1
39108,1415686,0
39109,1415688,0
39110,1415694,0
39111,1415696,1
39112,1415708,0
39113,1415716,0
39114,1415720,0
39115,1415722,0
39116,1415724,0
39117,1415730,0
39118,1415738,0
39119,1415740,0
39120,1415750,1
39121,1415766,0
39122,1415768,0
39123,1415774,0
39124,1415778,0
39125,1415780,0
39126,1415790,0
39127,1415792,0
39128,1415800,1
39129,1415804,0
39130,1415816,0
39131,1415820,1
39132,1415824,0
39133,1415828,1
39134,1415830,1
39135,1415840,1
39136,1415844,1
39137,1415846,0
39138,1415860,0
39139,1415868,0
39140,1415870,0
39141,1415878,0
39142,1415880,1
39143,1415888,0
39144,1415890,0
39145,1415892,0
39146,1415896,0
39147,1415900,0
39148,1415910,0
39149,1415912,0
39150,1415914,0
39151,1415918,0
39152,1415924,0
39153,1415928,0
39154,1415932,0
39155,1415934,1
39156,1415940,0
39157,1415942,0
39158,1415948,0
39159,1415950,0
39160,1415952,1
39161,1415954,0
39162,1415958,0
39163,1415962,0
39164,1415970,0
39165,1415974,0
39166,1415986,0
39167,1415990,1
39168,1415992,0
39169,1415996,0
39170,1415998,0
39171,1416004,0
39172,1416018,0
39173,1416020,0
39174,1416022,0
39175,1416024,1
39176,1416026,0
39177,1416034,0
39178,1416042,1
39179,1416050,1
39180,1416052,1
39181,1416068,0
39182,1416078,1
39183,1416094,1
39184,1416104,0
39185,1416110,0
39186,1416114,0
39187,1416118,1
39188,1416122,0
39189,1416130,0
39190,1416132,1
39191,1416138,0
39192,1416140,0
39193,1416144,0
